industry,model_name,intent_type,mention_status,run_count,citation_count,avg_citations_per_run,category,category_label,category_count,category_share_pct
法律類,chatgpt,知識型,無品牌提及,39,170,4.36,unknown,未知來源,0,0.0
法律類,gemini,推薦型,有品牌提及,52,551,10.6,brand_site,品牌 / 官方型來源,483,87.7
法律類,gemini,推薦型,有品牌提及,52,551,10.6,influencer_blogger,評測 / 部落格 / KOL,17,3.1
法律類,gemini,推薦型,有品牌提及,52,551,10.6,news_media,新聞媒體,14,2.5
法律類,gemini,推薦型,有品牌提及,52,551,10.6,social_media,社群媒體,24,4.4
法律類,gemini,推薦型,有品牌提及,52,551,10.6,ecommerce_site,電商 / 平台,0,0.0
法律類,gemini,推薦型,有品牌提及,52,551,10.6,other_category,其他來源,13,2.4
法律類,gemini,推薦型,有品牌提及,52,551,10.6,unknown,未知來源,0,0.0
法律類,gemini,推薦型,無品牌提及,2,21,10.5,brand_site,品牌 / 官方型來源,14,66.7
法律類,gemini,推薦型,無品牌提及,2,21,10.5,influencer_blogger,評測 / 部落格 / KOL,2,9.5
法律類,gemini,推薦型,無品牌提及,2,21,10.5,news_media,新聞媒體,1,4.8
法律類,gemini,推薦型,無品牌提及,2,21,10.5,social_media,社群媒體,3,14.3
法律類,gemini,推薦型,無品牌提及,2,21,10.5,ecommerce_site,電商 / 平台,0,0.0
法律類,gemini,推薦型,無品牌提及,2,21,10.5,other_category,其他來源,1,4.8
法律類,gemini,推薦型,無品牌提及,2,21,10.5,unknown,未知來源,0,0.0
法律類,gemini,比較型,有品牌提及,25,299,11.96,brand_site,品牌 / 官方型來源,240,80.3
法律類,gemini,比較型,有品牌提及,25,299,11.96,influencer_blogger,評測 / 部落格 / KOL,17,5.7
法律類,gemini,比較型,有品牌提及,25,299,11.96,news_media,新聞媒體,14,4.7
法律類,gemini,比較型,有品牌提及,25,299,11.96,social_media,社群媒體,18,6.0
法律類,gemini,比較型,有品牌提及,25,299,11.96,ecommerce_site,電商 / 平台,0,0.0
法律類,gemini,比較型,有品牌提及,25,299,11.96,other_category,其他來源,10,3.3
法律類,gemini,比較型,有品牌提及,25,299,11.96,unknown,未知來源,0,0.0
法律類,gemini,比較型,無品牌提及,29,322,11.1,brand_site,品牌 / 官方型來源,264,82.0
法律類,gemini,比較型,無品牌提及,29,322,11.1,influencer_blogger,評測 / 部落格 / KOL,25,7.8
法律類,gemini,比較型,無品牌提及,29,322,11.1,news_media,新聞媒體,14,4.3
法律類,gemini,比較型,無品牌提及,29,322,11.1,social_media,社群媒體,9,2.8
法律類,gemini,比較型,無品牌提及,29,322,11.1,ecommerce_site,電商 / 平台,0,0.0
法律類,gemini,比較型,無品牌提及,29,322,11.1,other_category,其他來源,10,3.1
法律類,gemini,比較型,無品牌提及,29,322,11.1,unknown,未知來源,0,0.0
法律類,gemini,知識型,有品牌提及,26,362,13.92,brand_site,品牌 / 官方型來源,251,69.3
法律類,gemini,知識型,有品牌提及,26,362,13.92,influencer_blogger,評測 / 部落格 / KOL,22,6.1
法律類,gemini,知識型,有品牌提及,26,362,13.92,news_media,新聞媒體,14,3.9
法律類,gemini,知識型,有品牌提及,26,362,13.92,social_media,社群媒體,8,2.2
法律類,gemini,知識型,有品牌提及,26,362,13.92,ecommerce_site,電商 / 平台,4,1.1
法律類,gemini,知識型,有品牌提及,26,362,13.92,other_category,其他來源,63,17.4
法律類,gemini,知識型,有品牌提及,26,362,13.92,unknown,未知來源,0,0.0
法律類,gemini,知識型,無品牌提及,28,385,13.75,brand_site,品牌 / 官方型來源,234,60.8
法律類,gemini,知識型,無品牌提及,28,385,13.75,influencer_blogger,評測 / 部落格 / KOL,28,7.3
法律類,gemini,知識型,無品牌提及,28,385,13.75,news_media,新聞媒體,14,3.6
法律類,gemini,知識型,無品牌提及,28,385,13.75,social_media,社群媒體,9,2.3
法律類,gemini,知識型,無品牌提及,28,385,13.75,ecommerce_site,電商 / 平台,6,1.6
法律類,gemini,知識型,無品牌提及,28,385,13.75,other_category,其他來源,94,24.4
法律類,gemini,知識型,無品牌提及,28,385,13.75,unknown,未知來源,0,0.0
金融類,chatgpt,推薦型,有品牌提及,54,250,4.63,brand_site,品牌 / 官方型來源,44,17.6
金融類,chatgpt,推薦型,有品牌提及,54,250,4.63,influencer_blogger,評測 / 部落格 / KOL,180,72.0
金融類,chatgpt,推薦型,有品牌提及,54,250,4.63,news_media,新聞媒體,24,9.6
金融類,chatgpt,推薦型,有品牌提及,54,250,4.63,social_media,社群媒體,0,0.0
金融類,chatgpt,推薦型,有品牌提及,54,250,4.63,ecommerce_site,電商 / 平台,1,0.4
金融類,chatgpt,推薦型,有品牌提及,54,250,4.63,other_category,其他來源,1,0.4
金融類,chatgpt,推薦型,有品牌提及,54,250,4.63,unknown,未知來源,0,0.0
金融類,chatgpt,比較型,有品牌提及,24,79,3.29,brand_site,品牌 / 官方型來源,11,13.9
金融類,chatgpt,比較型,有品牌提及,24,79,3.29,influencer_blogger,評測 / 部落格 / KOL,49,62.0
金融類,chatgpt,比較型,有品牌提及,24,79,3.29,news_media,新聞媒體,16,20.3
金融類,chatgpt,比較型,有品牌提及,24,79,3.29,social_media,社群媒體,0,0.0
金融類,chatgpt,比較型,有品牌提及,24,79,3.29,ecommerce_site,電商 / 平台,0,0.0
金融類,chatgpt,比較型,有品牌提及,24,79,3.29,other_category,其他來源,3,3.8
金融類,chatgpt,比較型,有品牌提及,24,79,3.29,unknown,未知來源,0,0.0
金融類,chatgpt,比較型,無品牌提及,30,78,2.6,brand_site,品牌 / 官方型來源,14,17.9
金融類,chatgpt,比較型,無品牌提及,30,78,2.6,influencer_blogger,評測 / 部落格 / KOL,41,52.6
金融類,chatgpt,比較型,無品牌提及,30,78,2.6,news_media,新聞媒體,19,24.4
金融類,chatgpt,比較型,無品牌提及,30,78,2.6,social_media,社群媒體,3,3.8
金融類,chatgpt,比較型,無品牌提及,30,78,2.6,ecommerce_site,電商 / 平台,1,1.3
金融類,chatgpt,比較型,無品牌提及,30,78,2.6,other_category,其他來源,0,0.0
金融類,chatgpt,比較型,無品牌提及,30,78,2.6,unknown,未知來源,0,0.0
金融類,chatgpt,知識型,有品牌提及,16,65,4.06,brand_site,品牌 / 官方型來源,15,23.1
金融類,chatgpt,知識型,有品牌提及,16,65,4.06,influencer_blogger,評測 / 部落格 / KOL,37,56.9
金融類,chatgpt,知識型,有品牌提及,16,65,4.06,news_media,新聞媒體,11,16.9
金融類,chatgpt,知識型,有品牌提及,16,65,4.06,social_media,社群媒體,0,0.0
金融類,chatgpt,知識型,有品牌提及,16,65,4.06,ecommerce_site,電商 / 平台,0,0.0
金融類,chatgpt,知識型,有品牌提及,16,65,4.06,other_category,其他來源,2,3.1
金融類,chatgpt,知識型,有品牌提及,16,65,4.06,unknown,未知來源,0,0.0
金融類,chatgpt,知識型,無品牌提及,38,108,2.84,brand_site,品牌 / 官方型來源,37,34.3
金融類,chatgpt,知識型,無品牌提及,38,108,2.84,influencer_blogger,評測 / 部落格 / KOL,47,43.5
金融類,chatgpt,知識型,無品牌提及,38,108,2.84,news_media,新聞媒體,17,15.7
金融類,chatgpt,知識型,無品牌提及,38,108,2.84,social_media,社群媒體,1,0.9
金融類,chatgpt,知識型,無品牌提及,38,108,2.84,ecommerce_site,電商 / 平台,0,0.0
金融類,chatgpt,知識型,無品牌提及,38,108,2.84,other_category,其他來源,6,5.6
金融類,chatgpt,知識型,無品牌提及,38,108,2.84,unknown,未知來源,0,0.0
金融類,gemini,推薦型,有品牌提及,54,608,11.26,brand_site,品牌 / 官方型來源,111,18.3
金融類,gemini,推薦型,有品牌提及,54,608,11.26,influencer_blogger,評測 / 部落格 / KOL,190,31.2
金融類,gemini,推薦型,有品牌提及,54,608,11.26,news_media,新聞媒體,214,35.2
金融類,gemini,推薦型,有品牌提及,54,608,11.26,social_media,社群媒體,63,10.4
金融類,gemini,推薦型,有品牌提及,54,608,11.26,ecommerce_site,電商 / 平台,14,2.3
金融類,gemini,推薦型,有品牌提及,54,608,11.26,other_category,其他來源,16,2.6
金融類,gemini,推薦型,有品牌提及,54,608,11.26,unknown,未知來源,0,0.0
金融類,gemini,比較型,有品牌提及,54,715,13.24,brand_site,品牌 / 官方型來源,109,15.2
金融類,gemini,比較型,有品牌提及,54,715,13.24,influencer_blogger,評測 / 部落格 / KOL,318,44.5
金融類,gemini,比較型,有品牌提及,54,715,13.24,news_media,新聞媒體,194,27.1
金融類,gemini,比較型,有品牌提及,54,715,13.24,social_media,社群媒體,70,9.8
金融類,gemini,比較型,有品牌提及,54,715,13.24,ecommerce_site,電商 / 平台,19,2.7
金融類,gemini,比較型,有品牌提及,54,715,13.24,other_category,其他來源,5,0.7
金融類,gemini,比較型,有品牌提及,54,715,13.24,unknown,未知來源,0,0.0
金融類,gemini,知識型,有品牌提及,41,431,10.51,brand_site,品牌 / 官方型來源,157,36.4
金融類,gemini,知識型,有品牌提及,41,431,10.51,influencer_blogger,評測 / 部落格 / KOL,108,25.1
金融類,gemini,知識型,有品牌提及,41,431,10.51,news_media,新聞媒體,107,24.8
金融類,gemini,知識型,有品牌提及,41,431,10.51,social_media,社群媒體,35,8.1
金融類,gemini,知識型,有品牌提及,41,431,10.51,ecommerce_site,電商 / 平台,14,3.2
金融類,gemini,知識型,有品牌提及,41,431,10.51,other_category,其他來源,10,2.3
金融類,gemini,知識型,有品牌提及,41,431,10.51,unknown,未知來源,0,0.0
金融類,gemini,知識型,無品牌提及,13,131,10.08,brand_site,品牌 / 官方型來源,85,64.9
金融類,gemini,知識型,無品牌提及,13,131,10.08,influencer_blogger,評測 / 部落格 / KOL,16,12.2
金融類,gemini,知識型,無品牌提及,13,131,10.08,news_media,新聞媒體,19,14.5
金融類,gemini,知識型,無品牌提及,13,131,10.08,social_media,社群媒體,9,6.9
金融類,gemini,知識型,無品牌提及,13,131,10.08,ecommerce_site,電商 / 平台,1,0.8
金融類,gemini,知識型,無品牌提及,13,131,10.08,other_category,其他來源,1,0.8
金融類,gemini,知識型,無品牌提及,13,131,10.08,unknown,未知來源,0,0.0
行銷類,chatgpt,推薦型,有品牌提及,53,362,6.83,brand_site,品牌 / 官方型來源,235,64.9
行銷類,chatgpt,推薦型,有品牌提及,53,362,6.83,influencer_blogger,評測 / 部落格 / KOL,73,20.2
行銷類,chatgpt,推薦型,有品牌提及,53,362,6.83,news_media,新聞媒體,4,1.1
行銷類,chatgpt,推薦型,有品牌提及,53,362,6.83,social_media,社群媒體,0,0.0
行銷類,chatgpt,推薦型,有品牌提及,53,362,6.83,ecommerce_site,電商 / 平台,13,3.6
行銷類,chatgpt,推薦型,有品牌提及,53,362,6.83,other_category,其他來源,37,10.2
行銷類,chatgpt,推薦型,有品牌提及,53,362,6.83,unknown,未知來源,0,0.0
行銷類,chatgpt,比較型,有品牌提及,30,93,3.1,brand_site,品牌 / 官方型來源,72,77.4
行銷類,chatgpt,比較型,有品牌提及,30,93,3.1,influencer_blogger,評測 / 部落格 / KOL,10,10.8
行銷類,chatgpt,比較型,有品牌提及,30,93,3.1,news_media,新聞媒體,4,4.3
行銷類,chatgpt,比較型,有品牌提及,30,93,3.1,social_media,社群媒體,3,3.2
行銷類,chatgpt,比較型,有品牌提及,30,93,3.1,ecommerce_site,電商 / 平台,3,3.2
行銷類,chatgpt,比較型,有品牌提及,30,93,3.1,other_category,其他來源,1,1.1
行銷類,chatgpt,比較型,有品牌提及,30,93,3.1,unknown,未知來源,0,0.0
行銷類,chatgpt,比較型,無品牌提及,24,75,3.12,brand_site,品牌 / 官方型來源,56,74.7
行銷類,chatgpt,比較型,無品牌提及,24,75,3.12,influencer_blogger,評測 / 部落格 / KOL,12,16.0
行銷類,chatgpt,比較型,無品牌提及,24,75,3.12,news_media,新聞媒體,4,5.3
行銷類,chatgpt,比較型,無品牌提及,24,75,3.12,social_media,社群媒體,2,2.7
行銷類,chatgpt,比較型,無品牌提及,24,75,3.12,ecommerce_site,電商 / 平台,0,0.0
行銷類,chatgpt,比較型,無品牌提及,24,75,3.12,other_category,其他來源,1,1.3
行銷類,chatgpt,比較型,無品牌提及,24,75,3.12,unknown,未知來源,0,0.0
行銷類,chatgpt,知識型,有品牌提及,50,214,4.28,brand_site,品牌 / 官方型來源,152,71.0
行銷類,chatgpt,知識型,有品牌提及,50,214,4.28,influencer_blogger,評測 / 部落格 / KOL,31,14.5
行銷類,chatgpt,知識型,有品牌提及,50,214,4.28,news_media,新聞媒體,27,12.6
行銷類,chatgpt,知識型,有品牌提及,50,214,4.28,social_media,社群媒體,0,0.0
行銷類,chatgpt,知識型,有品牌提及,50,214,4.28,ecommerce_site,電商 / 平台,1,0.5
行銷類,chatgpt,知識型,有品牌提及,50,214,4.28,other_category,其他來源,3,1.4
行銷類,chatgpt,知識型,有品牌提及,50,214,4.28,unknown,未知來源,0,0.0
行銷類,chatgpt,知識型,無品牌提及,4,14,3.5,brand_site,品牌 / 官方型來源,9,64.3
行銷類,chatgpt,知識型,無品牌提及,4,14,3.5,influencer_blogger,評測 / 部落格 / KOL,2,14.3
行銷類,chatgpt,知識型,無品牌提及,4,14,3.5,news_media,新聞媒體,3,21.4
行銷類,chatgpt,知識型,無品牌提及,4,14,3.5,social_media,社群媒體,0,0.0
行銷類,chatgpt,知識型,無品牌提及,4,14,3.5,ecommerce_site,電商 / 平台,0,0.0
行銷類,chatgpt,知識型,無品牌提及,4,14,3.5,other_category,其他來源,0,0.0
行銷類,chatgpt,知識型,無品牌提及,4,14,3.5,unknown,未知來源,0,0.0
行銷類,gemini,推薦型,有品牌提及,54,540,10.0,brand_site,品牌 / 官方型來源,470,87.0
行銷類,gemini,推薦型,有品牌提及,54,540,10.0,influencer_blogger,評測 / 部落格 / KOL,35,6.5
行銷類,gemini,推薦型,有品牌提及,54,540,10.0,news_media,新聞媒體,18,3.3
行銷類,gemini,推薦型,有品牌提及,54,540,10.0,social_media,社群媒體,11,2.0
行銷類,gemini,推薦型,有品牌提及,54,540,10.0,ecommerce_site,電商 / 平台,0,0.0
行銷類,gemini,推薦型,有品牌提及,54,540,10.0,other_category,其他來源,6,1.1
行銷類,gemini,推薦型,有品牌提及,54,540,10.0,unknown,未知來源,0,0.0
行銷類,gemini,比較型,有品牌提及,47,508,10.81,brand_site,品牌 / 官方型來源,446,87.8
行銷類,gemini,比較型,有品牌提及,47,508,10.81,influencer_blogger,評測 / 部落格 / KOL,28,5.5
行銷類,gemini,比較型,有品牌提及,47,508,10.81,news_media,新聞媒體,8,1.6
行銷類,gemini,比較型,有品牌提及,47,508,10.81,social_media,社群媒體,20,3.9
行銷類,gemini,比較型,有品牌提及,47,508,10.81,ecommerce_site,電商 / 平台,1,0.2
行銷類,gemini,比較型,有品牌提及,47,508,10.81,other_category,其他來源,5,1.0
行銷類,gemini,比較型,有品牌提及,47,508,10.81,unknown,未知來源,0,0.0
行銷類,gemini,比較型,無品牌提及,7,68,9.71,brand_site,品牌 / 官方型來源,61,89.7
行銷類,gemini,比較型,無品牌提及,7,68,9.71,influencer_blogger,評測 / 部落格 / KOL,4,5.9
行銷類,gemini,比較型,無品牌提及,7,68,9.71,news_media,新聞媒體,0,0.0
行銷類,gemini,比較型,無品牌提及,7,68,9.71,social_media,社群媒體,2,2.9
行銷類,gemini,比較型,無品牌提及,7,68,9.71,ecommerce_site,電商 / 平台,0,0.0
行銷類,gemini,比較型,無品牌提及,7,68,9.71,other_category,其他來源,1,1.5
行銷類,gemini,比較型,無品牌提及,7,68,9.71,unknown,未知來源,0,0.0
行銷類,gemini,知識型,有品牌提及,51,480,9.41,brand_site,品牌 / 官方型來源,377,78.5
行銷類,gemini,知識型,有品牌提及,51,480,9.41,influencer_blogger,評測 / 部落格 / KOL,44,9.2
行銷類,gemini,知識型,有品牌提及,51,480,9.41,news_media,新聞媒體,16,3.3
行銷類,gemini,知識型,有品牌提及,51,480,9.41,social_media,社群媒體,30,6.2
行銷類,gemini,知識型,有品牌提及,51,480,9.41,ecommerce_site,電商 / 平台,2,0.4
行銷類,gemini,知識型,有品牌提及,51,480,9.41,other_category,其他來源,11,2.3
行銷類,gemini,知識型,有品牌提及,51,480,9.41,unknown,未知來源,0,0.0
行銷類,gemini,知識型,無品牌提及,3,31,10.33,brand_site,品牌 / 官方型來源,21,67.7
行銷類,gemini,知識型,無品牌提及,3,31,10.33,influencer_blogger,評測 / 部落格 / KOL,3,9.7
行銷類,gemini,知識型,無品牌提及,3,31,10.33,news_media,新聞媒體,2,6.5
行銷類,gemini,知識型,無品牌提及,3,31,10.33,social_media,社群媒體,3,9.7
行銷類,gemini,知識型,無品牌提及,3,31,10.33,ecommerce_site,電商 / 平台,0,0.0
行銷類,gemini,知識型,無品牌提及,3,31,10.33,other_category,其他來源,2,6.5
行銷類,gemini,知識型,無品牌提及,3,31,10.33,unknown,未知來源,0,0.0
搬家類,chatgpt,推薦型,有品牌提及,54,335,6.2,brand_site,品牌 / 官方型來源,219,65.4
搬家類,chatgpt,推薦型,有品牌提及,54,335,6.2,influencer_blogger,評測 / 部落格 / KOL,59,17.6
搬家類,chatgpt,推薦型,有品牌提及,54,335,6.2,news_media,新聞媒體,2,0.6
搬家類,chatgpt,推薦型,有品牌提及,54,335,6.2,social_media,社群媒體,9,2.7
搬家類,chatgpt,推薦型,有品牌提及,54,335,6.2,ecommerce_site,電商 / 平台,28,8.4
搬家類,chatgpt,推薦型,有品牌提及,54,335,6.2,other_category,其他來源,18,5.4
搬家類,chatgpt,推薦型,有品牌提及,54,335,6.2,unknown,未知來源,0,0.0
搬家類,chatgpt,比較型,有品牌提及,13,53,4.08,brand_site,品牌 / 官方型來源,43,81.1
搬家類,chatgpt,比較型,有品牌提及,13,53,4.08,influencer_blogger,評測 / 部落格 / KOL,2,3.8
搬家類,chatgpt,比較型,有品牌提及,13,53,4.08,news_media,新聞媒體,3,5.7
搬家類,chatgpt,比較型,有品牌提及,13,53,4.08,social_media,社群媒體,0,0.0
搬家類,chatgpt,比較型,有品牌提及,13,53,4.08,ecommerce_site,電商 / 平台,3,5.7
搬家類,chatgpt,比較型,有品牌提及,13,53,4.08,other_category,其他來源,2,3.8
搬家類,chatgpt,比較型,有品牌提及,13,53,4.08,unknown,未知來源,0,0.0
搬家類,chatgpt,比較型,無品牌提及,41,182,4.44,brand_site,品牌 / 官方型來源,124,68.1
搬家類,chatgpt,比較型,無品牌提及,41,182,4.44,influencer_blogger,評測 / 部落格 / KOL,27,14.8
搬家類,chatgpt,比較型,無品牌提及,41,182,4.44,news_media,新聞媒體,8,4.4
搬家類,chatgpt,比較型,無品牌提及,41,182,4.44,social_media,社群媒體,1,0.5
搬家類,chatgpt,比較型,無品牌提及,41,182,4.44,ecommerce_site,電商 / 平台,9,4.9
搬家類,chatgpt,比較型,無品牌提及,41,182,4.44,other_category,其他來源,13,7.1
搬家類,chatgpt,比較型,無品牌提及,41,182,4.44,unknown,未知來源,0,0.0
搬家類,chatgpt,知識型,有品牌提及,11,56,5.09,brand_site,品牌 / 官方型來源,47,83.9
搬家類,chatgpt,知識型,有品牌提及,11,56,5.09,influencer_blogger,評測 / 部落格 / KOL,4,7.1
搬家類,chatgpt,知識型,有品牌提及,11,56,5.09,news_media,新聞媒體,5,8.9
搬家類,chatgpt,知識型,有品牌提及,11,56,5.09,social_media,社群媒體,0,0.0
搬家類,chatgpt,知識型,有品牌提及,11,56,5.09,ecommerce_site,電商 / 平台,0,0.0
搬家類,chatgpt,知識型,有品牌提及,11,56,5.09,other_category,其他來源,0,0.0
搬家類,chatgpt,知識型,有品牌提及,11,56,5.09,unknown,未知來源,0,0.0
搬家類,chatgpt,知識型,無品牌提及,43,225,5.23,brand_site,品牌 / 官方型來源,163,72.4
搬家類,chatgpt,知識型,無品牌提及,43,225,5.23,influencer_blogger,評測 / 部落格 / KOL,12,5.3
搬家類,chatgpt,知識型,無品牌提及,43,225,5.23,news_media,新聞媒體,26,11.6
搬家類,chatgpt,知識型,無品牌提及,43,225,5.23,social_media,社群媒體,0,0.0
搬家類,chatgpt,知識型,無品牌提及,43,225,5.23,ecommerce_site,電商 / 平台,10,4.4
搬家類,chatgpt,知識型,無品牌提及,43,225,5.23,other_category,其他來源,14,6.2
搬家類,chatgpt,知識型,無品牌提及,43,225,5.23,unknown,未知來源,0,0.0
搬家類,gemini,推薦型,有品牌提及,53,600,11.32,brand_site,品牌 / 官方型來源,366,61.0
搬家類,gemini,推薦型,有品牌提及,53,600,11.32,influencer_blogger,評測 / 部落格 / KOL,99,16.5
搬家類,gemini,推薦型,有品牌提及,53,600,11.32,news_media,新聞媒體,11,1.8
搬家類,gemini,推薦型,有品牌提及,53,600,11.32,social_media,社群媒體,47,7.8
搬家類,gemini,推薦型,有品牌提及,53,600,11.32,ecommerce_site,電商 / 平台,65,10.8
搬家類,gemini,推薦型,有品牌提及,53,600,11.32,other_category,其他來源,12,2.0
搬家類,gemini,推薦型,有品牌提及,53,600,11.32,unknown,未知來源,0,0.0
搬家類,gemini,推薦型,無品牌提及,1,12,12.0,brand_site,品牌 / 官方型來源,8,66.7
搬家類,gemini,推薦型,無品牌提及,1,12,12.0,influencer_blogger,評測 / 部落格 / KOL,2,16.7
搬家類,gemini,推薦型,無品牌提及,1,12,12.0,news_media,新聞媒體,0,0.0
搬家類,gemini,推薦型,無品牌提及,1,12,12.0,social_media,社群媒體,2,16.7
搬家類,gemini,推薦型,無品牌提及,1,12,12.0,ecommerce_site,電商 / 平台,0,0.0
搬家類,gemini,推薦型,無品牌提及,1,12,12.0,other_category,其他來源,0,0.0
搬家類,gemini,推薦型,無品牌提及,1,12,12.0,unknown,未知來源,0,0.0
搬家類,gemini,比較型,有品牌提及,38,442,11.63,brand_site,品牌 / 官方型來源,294,66.5
搬家類,gemini,比較型,有品牌提及,38,442,11.63,influencer_blogger,評測 / 部落格 / KOL,45,10.2
搬家類,gemini,比較型,有品牌提及,38,442,11.63,news_media,新聞媒體,22,5.0
搬家類,gemini,比較型,有品牌提及,38,442,11.63,social_media,社群媒體,30,6.8
搬家類,gemini,比較型,有品牌提及,38,442,11.63,ecommerce_site,電商 / 平台,39,8.8
搬家類,gemini,比較型,有品牌提及,38,442,11.63,other_category,其他來源,12,2.7
搬家類,gemini,比較型,有品牌提及,38,442,11.63,unknown,未知來源,0,0.0
搬家類,gemini,比較型,無品牌提及,16,166,10.38,brand_site,品牌 / 官方型來源,123,74.1
搬家類,gemini,比較型,無品牌提及,16,166,10.38,influencer_blogger,評測 / 部落格 / KOL,12,7.2
搬家類,gemini,比較型,無品牌提及,16,166,10.38,news_media,新聞媒體,10,6.0
搬家類,gemini,比較型,無品牌提及,16,166,10.38,social_media,社群媒體,11,6.6
搬家類,gemini,比較型,無品牌提及,16,166,10.38,ecommerce_site,電商 / 平台,6,3.6
搬家類,gemini,比較型,無品牌提及,16,166,10.38,other_category,其他來源,4,2.4
搬家類,gemini,比較型,無品牌提及,16,166,10.38,unknown,未知來源,0,0.0
搬家類,gemini,知識型,有品牌提及,25,303,12.12,brand_site,品牌 / 官方型來源,253,83.5
搬家類,gemini,知識型,有品牌提及,25,303,12.12,influencer_blogger,評測 / 部落格 / KOL,10,3.3
搬家類,gemini,知識型,有品牌提及,25,303,12.12,news_media,新聞媒體,13,4.3
搬家類,gemini,知識型,有品牌提及,25,303,12.12,social_media,社群媒體,7,2.3
搬家類,gemini,知識型,有品牌提及,25,303,12.12,ecommerce_site,電商 / 平台,13,4.3
搬家類,gemini,知識型,有品牌提及,25,303,12.12,other_category,其他來源,7,2.3
搬家類,gemini,知識型,有品牌提及,25,303,12.12,unknown,未知來源,0,0.0
搬家類,gemini,知識型,無品牌提及,29,336,11.59,brand_site,品牌 / 官方型來源,274,81.5
搬家類,gemini,知識型,無品牌提及,29,336,11.59,influencer_blogger,評測 / 部落格 / KOL,13,3.9
搬家類,gemini,知識型,無品牌提及,29,336,11.59,news_media,新聞媒體,16,4.8
搬家類,gemini,知識型,無品牌提及,29,336,11.59,social_media,社群媒體,7,2.1
搬家類,gemini,知識型,無品牌提及,29,336,11.59,ecommerce_site,電商 / 平台,21,6.2
搬家類,gemini,知識型,無品牌提及,29,336,11.59,other_category,其他來源,5,1.5
搬家類,gemini,知識型,無品牌提及,29,336,11.59,unknown,未知來源,0,0.0
服裝類,chatgpt,推薦型,有品牌提及,28,151,5.39,brand_site,品牌 / 官方型來源,39,25.8
服裝類,chatgpt,推薦型,有品牌提及,28,151,5.39,influencer_blogger,評測 / 部落格 / KOL,41,27.2
服裝類,chatgpt,推薦型,有品牌提及,28,151,5.39,news_media,新聞媒體,34,22.5
服裝類,chatgpt,推薦型,有品牌提及,28,151,5.39,social_media,社群媒體,3,2.0
服裝類,chatgpt,推薦型,有品牌提及,28,151,5.39,ecommerce_site,電商 / 平台,28,18.5
服裝類,chatgpt,推薦型,有品牌提及,28,151,5.39,other_category,其他來源,6,4.0
服裝類,chatgpt,推薦型,有品牌提及,28,151,5.39,unknown,未知來源,0,0.0
服裝類,chatgpt,推薦型,無品牌提及,26,131,5.04,brand_site,品牌 / 官方型來源,49,37.4
服裝類,chatgpt,推薦型,無品牌提及,26,131,5.04,influencer_blogger,評測 / 部落格 / KOL,38,29.0
服裝類,chatgpt,推薦型,無品牌提及,26,131,5.04,news_media,新聞媒體,26,19.8
服裝類,chatgpt,推薦型,無品牌提及,26,131,5.04,social_media,社群媒體,0,0.0
服裝類,chatgpt,推薦型,無品牌提及,26,131,5.04,ecommerce_site,電商 / 平台,13,9.9
服裝類,chatgpt,推薦型,無品牌提及,26,131,5.04,other_category,其他來源,5,3.8
服裝類,chatgpt,推薦型,無品牌提及,26,131,5.04,unknown,未知來源,0,0.0
服裝類,chatgpt,比較型,有品牌提及,20,102,5.1,brand_site,品牌 / 官方型來源,16,15.7
服裝類,chatgpt,比較型,有品牌提及,20,102,5.1,influencer_blogger,評測 / 部落格 / KOL,35,34.3
服裝類,chatgpt,比較型,有品牌提及,20,102,5.1,news_media,新聞媒體,30,29.4
服裝類,chatgpt,比較型,有品牌提及,20,102,5.1,social_media,社群媒體,1,1.0
服裝類,chatgpt,比較型,有品牌提及,20,102,5.1,ecommerce_site,電商 / 平台,15,14.7
服裝類,chatgpt,比較型,有品牌提及,20,102,5.1,other_category,其他來源,5,4.9
服裝類,chatgpt,比較型,有品牌提及,20,102,5.1,unknown,未知來源,0,0.0
服裝類,chatgpt,比較型,無品牌提及,34,77,2.26,brand_site,品牌 / 官方型來源,8,10.4
服裝類,chatgpt,比較型,無品牌提及,34,77,2.26,influencer_blogger,評測 / 部落格 / KOL,27,35.1
服裝類,chatgpt,比較型,無品牌提及,34,77,2.26,news_media,新聞媒體,12,15.6
服裝類,chatgpt,比較型,無品牌提及,34,77,2.26,social_media,社群媒體,1,1.3
服裝類,chatgpt,比較型,無品牌提及,34,77,2.26,ecommerce_site,電商 / 平台,23,29.9
服裝類,chatgpt,比較型,無品牌提及,34,77,2.26,other_category,其他來源,6,7.8
服裝類,chatgpt,比較型,無品牌提及,34,77,2.26,unknown,未知來源,0,0.0
服裝類,chatgpt,知識型,有品牌提及,11,39,3.55,brand_site,品牌 / 官方型來源,15,38.5
服裝類,chatgpt,知識型,有品牌提及,11,39,3.55,influencer_blogger,評測 / 部落格 / KOL,7,17.9
服裝類,chatgpt,知識型,有品牌提及,11,39,3.55,news_media,新聞媒體,7,17.9
服裝類,chatgpt,知識型,有品牌提及,11,39,3.55,social_media,社群媒體,0,0.0
服裝類,chatgpt,知識型,有品牌提及,11,39,3.55,ecommerce_site,電商 / 平台,8,20.5
服裝類,chatgpt,知識型,有品牌提及,11,39,3.55,other_category,其他來源,2,5.1
服裝類,chatgpt,知識型,有品牌提及,11,39,3.55,unknown,未知來源,0,0.0
